(City: Careyland, Pop: 5086547, Elevation: 1645.0)
(City: Hellerfurt, Pop: 3613586, Elevation: 1079.0)
(City: WestLlewellynborough, Pop: 42402367, Elevation: 563.0)
(City: Rosenbaumborough, Pop: 25640081, Elevation: -76.0)
(City: Maynardburgh, Pop: 8975209, Elevation: 944.0)
(City: WestNeil, Pop: 43469676, Elevation: 1034.0)
(City: Cynthiaville, Pop: 29495906, Elevation: 3807.0)
(City: Markusfurt, Pop: 13439009, Elevation: 3125.0)
(City: EastIsraelberg, Pop: 37830069, Elevation: 703.0)
(City: WestRaphael, Pop: 10253652, Elevation: 793.0)
(City: EastAmari, Pop: 8554704, Elevation: 3492.0)
(City: NewCandidofurt, Pop: 34719475, Elevation: 3350.0)
(City: PortErikland, Pop: 49264305, Elevation: 2867.0)
(City: NorthRamonashire, Pop: 36577218, Elevation: 2602.0)
(City: NorthKadinmouth, Pop: 4677414, Elevation: 1589.0)
(City: EastHarvey, Pop: 21480923, Elevation: 1330.0)
(City: WestJade, Pop: 33519218, Elevation: 3077.0)
(City: PortMaceytown, Pop: 6665772, Elevation: 455.0)
(City: EastHowelltown, Pop: 25196673, Elevation: 57.0)
(City: Millerfurt, Pop: 13653502, Elevation: 560.0)
(City: PortIssac, Pop: 34260070, Elevation: 3006.0)
(City: Claudetown, Pop: 7955373, Elevation: 3053.0)
(City: Barrowsport, Pop: 44477014, Elevation: 2180.0)
(City: LakeEstel, Pop: 6477459, Elevation: 1804.0)
(City: Orphatown, Pop: 10952830, Elevation: 3386.0)
(City: WestBrandyn, Pop: 3288876, Elevation: 2253.0)
(City: Botsfordtown, Pop: 45255715, Elevation: 1733.0)
(City: Weimannstad, Pop: 23398820, Elevation: 2108.0)
(City: NewEfren, Pop: 22391946, Elevation: 1456.0)
(City: SouthRocioville, Pop: 15184553, Elevation: 2531.0)
(City: PortTyson, Pop: 6784797, Elevation: 1523.0)
(City: LakeDestany, Pop: 25675488, Elevation: 2142.0)
(City: LakeErin, Pop: 8133810, Elevation: 1878.0)
(City: LakeJanie, Pop: 20069024, Elevation: 3156.0)
(City: Elbertview, Pop: 35577966, Elevation: 3412.0)
(City: Lavonfurt, Pop: 10200886, Elevation: 2448.0)
(City: Kochborough, Pop: 7861853, Elevation: 373.0)
(City: PortStuartview, Pop: 45688335, Elevation: 2870.0)
(City: PortValentineborough, Pop: 6145944, Elevation: 3928.0)
(City: Dannyport, Pop: 18156119, Elevation: 15.0)
(City: Dickimouth, Pop: 865290, Elevation: 2449.0)
(City: NewJedville, Pop: 30347713, Elevation: 2804.0)
(City: SouthNikitamouth, Pop: 44018726, Elevation: 3085.0)
(City: EastRebekah, Pop: 24162836, Elevation: 3423.0)
(City: Effertzland, Pop: 5551104, Elevation: 1900.0)
(City: LakeJermain, Pop: 2402383, Elevation: 1999.0)
(City: McDermottbury, Pop: 41264697, Elevation: 3758.0)
(City: Bartolettihaven, Pop: 29724559, Elevation: 1979.0)
(City: NorthBenjaminton, Pop: 15185080, Elevation: 1693.0)
(City: WestLempiburgh, Pop: 46011130, Elevation: 167.0)
(City: NorthJayme, Pop: 8410072, Elevation: 1007.0)
(City: Walterview, Pop: 40234049, Elevation: 2371.0)
(City: Buckridgemouth, Pop: 23285486, Elevation: 1176.0)
(City: Willmsmouth, Pop: 12170238, Elevation: 2072.0)
(City: SouthMarlonview, Pop: 17545807, Elevation: 222.0)
(City: NorthAbagail, Pop: 13728054, Elevation: 1286.0)
(City: Cordellville, Pop: 38217637, Elevation: 879.0)
(City: EastRansomberg, Pop: 21187763, Elevation: -74.0)
(City: PortAbbigailmouth, Pop: 8787849, Elevation: 1706.0)
(City: Orvalmouth, Pop: 28224736, Elevation: 1036.0)
(City: EastHaroldside, Pop: 16192725, Elevation: 1980.0)
(City: LakeKarinaville, Pop: 28120496, Elevation: 2079.0)
(City: Hauckmouth, Pop: 30172106, Elevation: 1917.0)
(City: Chadmouth, Pop: 19934349, Elevation: 2871.0)
(City: Kailynburgh, Pop: 17931282, Elevation: 42.0)
(City: SouthGildamouth, Pop: 43532225, Elevation: 3795.0)
(City: Schinnerfort, Pop: 1960812, Elevation: 3030.0)
(City: PortZelma, Pop: 33795398, Elevation: 1831.0)
(City: Funkbury, Pop: 33404278, Elevation: 3702.0)
(City: LakeJazmyne, Pop: 28677581, Elevation: 2802.0)
(City: NorthFern, Pop: 12881933, Elevation: 1806.0)
(City: NorthHesterborough, Pop: 22812761, Elevation: 3388.0)
(City: SouthPaolo, Pop: 21095678, Elevation: 1686.0)
(City: NewConradchester, Pop: 43914550, Elevation: 3654.0)
(City: Riceton, Pop: 46570867, Elevation: 2752.0)
(City: Maggiomouth, Pop: 43741301, Elevation: 2868.0)
(City: Swaniawskitown, Pop: 33628995, Elevation: 1494.0)
(City: PortPearlie, Pop: 36266017, Elevation: 2799.0)
(City: Bartonville, Pop: 41727469, Elevation: 3789.0)
(City: Huelsstad, Pop: 6381971, Elevation: 1489.0)
(City: Lincolnmouth, Pop: 12450231, Elevation: 2951.0)
(City: Turcotteberg, Pop: 23687303, Elevation: 493.0)
(City: Chelsieland, Pop: 32667248, Elevation: 3833.0)
(City: Chrisshire, Pop: 6265200, Elevation: 2440.0)
(City: NorthIvoryshire, Pop: 41975, Elevation: 3187.0)
(City: Queenieland, Pop: 20315970, Elevation: 71.0)
(City: NewDarrionshire, Pop: 4355765, Elevation: 855.0)
(City: Horacioville, Pop: 35407912, Elevation: 2911.0)
(City: PortZita, Pop: 36092938, Elevation: 363.0)
(City: Charitymouth, Pop: 1383015, Elevation: 3643.0)
(City: Wizashire, Pop: 45007800, Elevation: 827.0)
(City: Stromanborough, Pop: 29189240, Elevation: 3964.0)
(City: NorthJudsonfort, Pop: 45677164, Elevation: 780.0)
(City: Jesuston, Pop: 30576142, Elevation: 128.0)
(City: McClureside, Pop: 11015613, Elevation: 2798.0)
(City: SouthKyra, Pop: 882509, Elevation: 3594.0)
(City: EastEthyltown, Pop: 16671037, Elevation: 284.0)
(City: Leraton, Pop: 44777897, Elevation: 299.0)
(City: Davisport, Pop: 41795845, Elevation: 3880.0)
(City: EastAylinfort, Pop: 39131089, Elevation: 1665.0)
(City: Adellfurt, Pop: 45812199, Elevation: 1394.0)
(City: EastIsabell, Pop: 6395833, Elevation: 3428.0)
(City: Clinthaven, Pop: 7516599, Elevation: 335.0)
(City: NewHershel, Pop: 32759282, Elevation: 720.0)
(City: Derrickfort, Pop: 26842588, Elevation: 3613.0)
(City: Goodwinbury, Pop: 47928429, Elevation: 873.0)
(City: WestDelfinamouth, Pop: 41121000, Elevation: 1023.0)
(City: WestKristinaburgh, Pop: 27483790, Elevation: 2271.0)
(City: Elnaside, Pop: 39648094, Elevation: 1183.0)
(City: PortRaegan, Pop: 24606113, Elevation: 2744.0)
(City: WestMarquis, Pop: 23626676, Elevation: 2003.0)
(City: LakeCandice, Pop: 7719453, Elevation: 2175.0)
(City: EastAmerica, Pop: 11559220, Elevation: 1729.0)
(City: Daisyburgh, Pop: 22007028, Elevation: 1883.0)
(City: LakeAmerica, Pop: 9715694, Elevation: 1999.0)
(City: Braunfurt, Pop: 29047529, Elevation: 1798.0)
(City: Sipesborough, Pop: 24668, Elevation: 1547.0)
(City: NewDaisyside, Pop: 22139675, Elevation: 437.0)
(City: LakeAureliohaven, Pop: 3250768, Elevation: 538.0)
(City: Georgianaton, Pop: 38075876, Elevation: 2899.0)
(City: Johannachester, Pop: 41902309, Elevation: 3053.0)
(City: SouthMonserrate, Pop: 35388136, Elevation: 3412.0)
(City: Norastad, Pop: 19646628, Elevation: 2542.0)
(City: Rigobertoport, Pop: 1989205, Elevation: 411.0)
(City: WestOrenmouth, Pop: 41972599, Elevation: 2259.0)
(City: Arturoport, Pop: 44968917, Elevation: 2341.0)
(City: NorthJamiechester, Pop: 47175151, Elevation: 2377.0)
(City: NewEli, Pop: 19892870, Elevation: 1366.0)
(City: Everardostad, Pop: 4843266, Elevation: 875.0)
(City: Marksville, Pop: 21082387, Elevation: 3640.0)
(City: NewImeldafort, Pop: 41711229, Elevation: 396.0)
(City: Abbottport, Pop: 3296375, Elevation: 3193.0)
(City: Berenicebury, Pop: 45012812, Elevation: 11.0)
(City: Edgardoview, Pop: 44810090, Elevation: 2515.0)
(City: Giuseppeview, Pop: 3033505, Elevation: 276.0)
(City: Erickaberg, Pop: 28051181, Elevation: 2725.0)
(City: Dickensberg, Pop: 42592485, Elevation: 3083.0)
(City: Kesslerburgh, Pop: 20280203, Elevation: 1244.0)
(City: NorthJuliana, Pop: 15686318, Elevation: 1437.0)
(City: Naomiside, Pop: 32148261, Elevation: 2657.0)
(City: Ziemefurt, Pop: 40707301, Elevation: 1553.0)
(City: NewJose, Pop: 6173559, Elevation: 3634.0)
(City: LakeJazmin, Pop: 42936645, Elevation: 1910.0)
(City: NewClaire, Pop: 27376832, Elevation: 94.0)
(City: Kingstad, Pop: 19877257, Elevation: 2409.0)
(City: PortMarilyneland, Pop: 23966972, Elevation: -19.0)
(City: Wolffmouth, Pop: 4094338, Elevation: 200.0)
(City: Sabinaburgh, Pop: 27005593, Elevation: 3333.0)
(City: NorthBlancafurt, Pop: 19483647, Elevation: 356.0)
(City: Shannyfort, Pop: 25951682, Elevation: 3772.0)
(City: Franeckichester, Pop: 32300443, Elevation: 61.0)
(City: EastAlfredafort, Pop: 48236935, Elevation: 1997.0)
(City: Geoffreystad, Pop: 22523021, Elevation: 2425.0)
(City: Medhursttown, Pop: 44025798, Elevation: -1.0)
(City: Rosieside, Pop: 42814649, Elevation: 1793.0)
(City: Keyonport, Pop: 37994190, Elevation: 2393.0)
(City: WestChristina, Pop: 40619684, Elevation: 84.0)
(City: SouthAnabelborough, Pop: 2442427, Elevation: 396.0)
(City: Austynfurt, Pop: 29099682, Elevation: 866.0)
(City: Russelchester, Pop: 21967560, Elevation: 2497.0)
(City: Krystaltown, Pop: 7857112, Elevation: 1926.0)
(City: NewLew, Pop: 3174138, Elevation: 1201.0)
(City: Carlobury, Pop: 23677026, Elevation: 1743.0)
(City: NewMarjory, Pop: 36325195, Elevation: 1247.0)
(City: NorthFausto, Pop: 30751504, Elevation: 1968.0)
(City: EastCarsonborough, Pop: 32771875, Elevation: 2204.0)
(City: SouthHenriburgh, Pop: 26971984, Elevation: 3341.0)
(City: EastJeffereymouth, Pop: 12899108, Elevation: 551.0)
(City: LakeAlexysmouth, Pop: 19582400, Elevation: 2680.0)
(City: SouthGabriella, Pop: 37563838, Elevation: -14.0)
(City: EastCierrabury, Pop: 41127470, Elevation: 3586.0)
(City: Mayfurt, Pop: 3336921, Elevation: 1205.0)
(City: SouthRextown, Pop: 18515953, Elevation: 584.0)
(City: WestAlejandrin, Pop: 42614928, Elevation: 1907.0)
(City: NorthClementton, Pop: 27115587, Elevation: 281.0)
(City: Pollichfurt, Pop: 26031125, Elevation: 343.0)
(City: PortConcepcionfort, Pop: 46862714, Elevation: 2341.0)
(City: Erikbury, Pop: 4227523, Elevation: 1303.0)
(City: SouthJoesphview, Pop: 4277951, Elevation: 3343.0)
(City: Justiceport, Pop: 37252297, Elevation: 1802.0)
(City: Lubowitzhaven, Pop: 24661528, Elevation: 1307.0)
(City: LakeAiden, Pop: 26642554, Elevation: 3030.0)
(City: WestOthaville, Pop: 14477922, Elevation: -1.0)
(City: EastJackie, Pop: 32509734, Elevation: 819.0)
(City: WestDeionview, Pop: 3604272, Elevation: 3026.0)
(City: SouthKielfort, Pop: 28372630, Elevation: 141.0)
(City: Ignacioport, Pop: 45946664, Elevation: 3698.0)
(City: PortEaster, Pop: 38918967, Elevation: 3226.0)
(City: Schoenville, Pop: 2543300, Elevation: 2701.0)
(City: Gorczanyport, Pop: 23256806, Elevation: 1596.0)
(City: Thielstad, Pop: 36159102, Elevation: 2025.0)
(City: PortDelores, Pop: 16410981, Elevation: 2929.0)
(City: EastMonserratport, Pop: 18519453, Elevation: 1476.0)
(City: NewKristina, Pop: 18538376, Elevation: 1548.0)
(City: Lueilwitzfurt, Pop: 41001911, Elevation: 3750.0)
(City: WestJonathan, Pop: 25629548, Elevation: 1966.0)
(City: PortGabriellaview, Pop: 9066023, Elevation: 3688.0)
(City: NewNarciso, Pop: 10952571, Elevation: 3152.0)
(City: PortSydney, Pop: 39432494, Elevation: 3412.0)
(City: EastLonbury, Pop: 32989111, Elevation: 2641.0)
(City: NewBertrammouth, Pop: 2208010, Elevation: 719.0)
(City: SouthBernhardshire, Pop: 3064480, Elevation: 299.0)
(City: Gretchenton, Pop: 18881023, Elevation: 2299.0)
(City: Christineport, Pop: 17699858, Elevation: 221.0)
(City: Andyhaven, Pop: 23362611, Elevation: 2422.0)
(City: LakeDakotaland, Pop: 46918299, Elevation: 3271.0)
(City: Lednerton, Pop: 18312018, Elevation: 2967.0)
(City: EastCristinafurt, Pop: 39093757, Elevation: 3616.0)
(City: NorthJoanie, Pop: 8326441, Elevation: 1110.0)
(City: WestDiamond, Pop: 45664860, Elevation: 1815.0)
(City: PortAllenfort, Pop: 41266027, Elevation: 3307.0)
(City: LakeLilianhaven, Pop: 18513484, Elevation: 451.0)
(City: LakeBradytown, Pop: 30167821, Elevation: 2943.0)
(City: NewLonberg, Pop: 31535783, Elevation: 689.0)
(City: LakeFreda, Pop: 31742391, Elevation: 2470.0)
(City: Waltonfurt, Pop: 13282056, Elevation: 3864.0)
(City: WestMargaretetown, Pop: 7067542, Elevation: 1770.0)
(City: NewAliyah, Pop: 35570310, Elevation: 32.0)
(City: SouthNoemyberg, Pop: 40549649, Elevation: 1567.0)
(City: LakeRobertoview, Pop: 17914855, Elevation: 1969.0)
(City: WestYessenia, Pop: 28333459, Elevation: 3037.0)
(City: Tiannamouth, Pop: 9321237, Elevation: 3838.0)
(City: WestDarrick, Pop: 32836053, Elevation: 3871.0)
(City: Verlabury, Pop: 18784250, Elevation: 3754.0)
(City: LakeKadin, Pop: 24507821, Elevation: 417.0)
(City: WestLoy, Pop: 40245136, Elevation: 3848.0)
(City: Jedtown, Pop: 49072265, Elevation: 722.0)
(City: NorthSavionborough, Pop: 17856535, Elevation: 3907.0)
(City: NewEstrella, Pop: 2206498, Elevation: 2438.0)
(City: NorthKaylieside, Pop: 1471307, Elevation: 2241.0)
(City: NorthEmmystad, Pop: 9366178, Elevation: 1816.0)
(City: NorthArjunside, Pop: 21936655, Elevation: 3970.0)
(City: EastSydney, Pop: 474944, Elevation: 1033.0)
(City: Lonville, Pop: 19759072, Elevation: 1860.0)
(City: Lempitown, Pop: 44476537, Elevation: 1212.0)
(City: Javiershire, Pop: 11361992, Elevation: 3756.0)
(City: MacGyvermouth, Pop: 48853898, Elevation: 321.0)
(City: NewRayport, Pop: 35901530, Elevation: 3906.0)
(City: Erintown, Pop: 23497415, Elevation: 1383.0)
(City: LakeIlianafort, Pop: 28651504, Elevation: 1604.0)
(City: NewLilyanfort, Pop: 24825993, Elevation: 1529.0)
(City: NewKarson, Pop: 6571313, Elevation: 3320.0)
(City: NewThoraberg, Pop: 18276833, Elevation: 249.0)
(City: Gislasonchester, Pop: 8977635, Elevation: 2411.0)
(City: EastRosetta, Pop: 32371543, Elevation: 2777.0)
(City: Devanstad, Pop: 13038990, Elevation: 484.0)
(City: Grantchester, Pop: 4961160, Elevation: 3779.0)
(City: Lueilwitzshire, Pop: 49501982, Elevation: 3092.0)
(City: NorthLola, Pop: 11843047, Elevation: 1591.0)
(City: PortMarkmouth, Pop: 8897782, Elevation: 2439.0)
(City: Paucekside, Pop: 22221385, Elevation: 2772.0)
(City: Wintheisertown, Pop: 32949892, Elevation: 2040.0)
(City: Reillyside, Pop: 10262596, Elevation: 28.0)
(City: LakeAlvafort, Pop: 1114057, Elevation: -51.0)
(City: NewMark, Pop: 31401114, Elevation: 3314.0)
(City: WestEmilio, Pop: 14159344, Elevation: 1726.0)
(City: Hartmannhaven, Pop: 47353476, Elevation: 108.0)
(City: Craigville, Pop: 45724457, Elevation: 2645.0)
(City: SouthTillman, Pop: 3948333, Elevation: 1568.0)
(City: NewMortimer, Pop: 4219837, Elevation: 2807.0)
(City: Wildermanshire, Pop: 3440850, Elevation: 242.0)
(City: WestDanny, Pop: 49042672, Elevation: 164.0)
(City: EastHayleyside, Pop: 14790033, Elevation: -76.0)
(City: LakeLaurineberg, Pop: 38193824, Elevation: 156.0)
(City: LakeLily, Pop: 675285, Elevation: 752.0)
(City: Medhurstland, Pop: 34240384, Elevation: 472.0)
(City: WestEwald, Pop: 26770420, Elevation: -44.0)
(City: Gradyside, Pop: 33283093, Elevation: 1808.0)
(City: Fayport, Pop: 36605394, Elevation: 2293.0)
(City: Hoegerbury, Pop: 29815363, Elevation: 3129.0)
(City: LakeRyder, Pop: 23222300, Elevation: 930.0)
(City: NewWiley, Pop: 19097732, Elevation: 407.0)
(City: PortAmirachester, Pop: 33649686, Elevation: 2679.0)
(City: Kerlukechester, Pop: 7508962, Elevation: 3823.0)
(City: Germaineland, Pop: 29947623, Elevation: 3849.0)
(City: NorthMaggiefort, Pop: 47567375, Elevation: 2744.0)
(City: WestLynn, Pop: 12747395, Elevation: 147.0)
(City: NewBufordburgh, Pop: 14593213, Elevation: 951.0)
(City: Sengerburgh, Pop: 34683642, Elevation: 259.0)
(City: Robertsport, Pop: 41861355, Elevation: 2091.0)
(City: NewAubrey, Pop: 22444490, Elevation: 1554.0)
(City: EastJohnville, Pop: 45036810, Elevation: 1651.0)
(City: WestKaelyn, Pop: 8304876, Elevation: 479.0)
(City: Fadelfurt, Pop: 36729175, Elevation: 1024.0)
(City: Leuschkefurt, Pop: 43183588, Elevation: 286.0)
(City: Hilperttown, Pop: 1644898, Elevation: 2618.0)
(City: Damianmouth, Pop: 24094397, Elevation: 986.0)
(City: Maryamberg, Pop: 37126344, Elevation: 1324.0)
(City: Wiegandfurt, Pop: 44021045, Elevation: 1651.0)
(City: Marianside, Pop: 24176262, Elevation: 2971.0)
(City: LakeHenry, Pop: 36684075, Elevation: 3651.0)
(City: NewFurman, Pop: 23317940, Elevation: 2613.0)
(City: EastXzavier, Pop: 7070354, Elevation: 2040.0)
(City: NorthEwald, Pop: 42507337, Elevation: 2412.0)
(City: Verlaton, Pop: 18636733, Elevation: 3898.0)
(City: PortOlenville, Pop: 7466739, Elevation: 1989.0)
(City: PortRileytown, Pop: 28801540, Elevation: 3608.0)
(City: Bartonside, Pop: 10791088, Elevation: 3735.0)
(City: NewAlexisbury, Pop: 6644710, Elevation: 3289.0)
(City: NorthLeo, Pop: 3781181, Elevation: 1295.0)
(City: SouthLula, Pop: 15293820, Elevation: 2181.0)
(City: EastFrancisville, Pop: 10297194, Elevation: 3169.0)
(City: LakeShaun, Pop: 18907149, Elevation: 2803.0)
(City: Jaskolskiborough, Pop: 35217877, Elevation: 2550.0)
(City: Harbershire, Pop: 44902971, Elevation: 680.0)
(City: PortAbner, Pop: 6882342, Elevation: 2888.0)
(City: Keelingmouth, Pop: 41275823, Elevation: 3901.0)
(City: Johnnieburgh, Pop: 10850259, Elevation: 3091.0)
(City: EastSamantahaven, Pop: 18624240, Elevation: 2663.0)
(City: Schoenhaven, Pop: 25660311, Elevation: 653.0)
(City: Mathiasburgh, Pop: 38900704, Elevation: 2311.0)
(City: Bertrandberg, Pop: 30552558, Elevation: 1152.0)
(City: NewCleta, Pop: 20653124, Elevation: 3051.0)
(City: WestAngelica, Pop: 32124715, Elevation: 3340.0)
(City: Dereckfurt, Pop: 6531069, Elevation: 2258.0)
(City: Loweview, Pop: 42795188, Elevation: 862.0)
(City: Darylfort, Pop: 6516909, Elevation: 1755.0)
(City: Jaspertown, Pop: 39372255, Elevation: -24.0)
(City: Madisontown, Pop: 39588467, Elevation: 3967.0)
(City: NewErnie, Pop: 12119227, Elevation: 1322.0)
(City: WestNeva, Pop: 26006833, Elevation: 128.0)
(City: PortTimothyview, Pop: 25133594, Elevation: 3360.0)
(City: Marksstad, Pop: 32751174, Elevation: 1811.0)
(City: NorthAbdiel, Pop: 6435633, Elevation: 3197.0)
(City: Braunville, Pop: 47911123, Elevation: 1998.0)
(City: LakeAnika, Pop: 41705327, Elevation: 3733.0)
(City: LakeSaviontown, Pop: 16262954, Elevation: 335.0)
(City: NewMarionchester, Pop: 22502263, Elevation: 423.0)
(City: Candacemouth, Pop: 33362892, Elevation: 947.0)
(City: Ignatiusside, Pop: 7220648, Elevation: -39.0)
(City: Kaileehaven, Pop: 11638056, Elevation: 2215.0)
(City: Benstad, Pop: 33256923, Elevation: 3117.0)
(City: LakeKiara, Pop: 18093791, Elevation: 1670.0)
(City: Madisonland, Pop: 33436997, Elevation: 2974.0)
(City: Deborahmouth, Pop: 6597233, Elevation: 1061.0)
(City: NorthAdelialand, Pop: 5642698, Elevation: 318.0)
(City: NewIanfort, Pop: 29115094, Elevation: 2870.0)
(City: Pagacmouth, Pop: 38682442, Elevation: 1368.0)
(City: NorthAubree, Pop: 12570099, Elevation: 2629.0)
(City: Daytonville, Pop: 27494905, Elevation: 1045.0)
(City: Halvorsontown, Pop: 19012353, Elevation: 2396.0)
(City: NorthTreverport, Pop: 20713887, Elevation: 3050.0)
(City: SouthCyrusmouth, Pop: 43342384, Elevation: 140.0)
(City: Davishaven, Pop: 11956074, Elevation: 1851.0)
(City: PortAlbin, Pop: 23148380, Elevation: 1342.0)
(City: Mannstad, Pop: 38988659, Elevation: 3189.0)
(City: Turcottemouth, Pop: 8141474, Elevation: 1282.0)
(City: EastJonasstad, Pop: 21513185, Elevation: 1446.0)
(City: Constantinshire, Pop: 49319935, Elevation: 15.0)
(City: Bentonbury, Pop: 15859536, Elevation: 3061.0)
(City: Esperanzahaven, Pop: 10527599, Elevation: 3399.0)
(City: Ezrashire, Pop: 42395271, Elevation: -29.0)
(City: LakeNeva, Pop: 41440070, Elevation: 1697.0)
(City: Gertrudeville, Pop: 37621654, Elevation: 1418.0)
(City: LakePercival, Pop: 45402530, Elevation: 1660.0)
(City: WestNina, Pop: 5493721, Elevation: 1957.0)
(City: Lubowitzborough, Pop: 17407100, Elevation: 338.0)
(City: Heidiside, Pop: 44132527, Elevation: 981.0)
(City: PortFriedahaven, Pop: 25252785, Elevation: 1437.0)
(City: EastDakota, Pop: 23648040, Elevation: 3322.0)
(City: Vedaville, Pop: 39943146, Elevation: 3738.0)
(City: WestEveport, Pop: 37908099, Elevation: 3338.0)
(City: Margaritaborough, Pop: 43228560, Elevation: 321.0)
(City: Bednarside, Pop: 15264731, Elevation: 3547.0)
(City: NorthAlysa, Pop: 37424054, Elevation: 844.0)
(City: Raymundoville, Pop: 39369760, Elevation: 403.0)
(City: SouthYasmeen, Pop: 24513285, Elevation: 1279.0)
(City: NewDeontemouth, Pop: 18105502, Elevation: 614.0)
(City: SouthJarvis, Pop: 20139952, Elevation: 3618.0)
(City: PortEveretthaven, Pop: 31114715, Elevation: 1749.0)
(City: Rodricktown, Pop: 9761385, Elevation: 694.0)
(City: LakeIsobel, Pop: 42370030, Elevation: 151.0)
(City: Beattyview, Pop: 14852778, Elevation: 2373.0)
(City: VonRuedenport, Pop: 16525250, Elevation: 541.0)
(City: Enricohaven, Pop: 11180388, Elevation: 2332.0)
(City: Marielahaven, Pop: 4340851, Elevation: 2813.0)
(City: WestTellymouth, Pop: 43198626, Elevation: 2371.0)
(City: Brekkeshire, Pop: 46465687, Elevation: 3537.0)
(City: Newellborough, Pop: 13223422, Elevation: 3922.0)
(City: Pacochaton, Pop: 49805084, Elevation: 2940.0)
(City: WestDavionstad, Pop: 18432079, Elevation: 3710.0)
(City: Davisborough, Pop: 15905395, Elevation: 3085.0)
(City: Phoebeton, Pop: 36046001, Elevation: 1699.0)
(City: Quentinchester, Pop: 5620106, Elevation: -41.0)
(City: WestMelba, Pop: 46914607, Elevation: 3718.0)
(City: Howeview, Pop: 9152507, Elevation: 2743.0)
(City: WestJosianne, Pop: 20875610, Elevation: 1374.0)
(City: NorthGardner, Pop: 13073298, Elevation: 3462.0)
(City: Lednerchester, Pop: 40527002, Elevation: 943.0)
(City: Kubhaven, Pop: 14449935, Elevation: 582.0)
(City: Paoloton, Pop: 30745074, Elevation: 646.0)
(City: Ratketown, Pop: 41320011, Elevation: 2275.0)
(City: Malcolmshire, Pop: 577993, Elevation: 49.0)
(City: Quitzonberg, Pop: 12543397, Elevation: 1823.0)
(City: WestFredericport, Pop: 42480362, Elevation: 2779.0)
(City: Marielaborough, Pop: 48801475, Elevation: 1895.0)
(City: Jairochester, Pop: 4415684, Elevation: 1913.0)
(City: WestAyden, Pop: 17599884, Elevation: 2684.0)
(City: Lavonnehaven, Pop: 34363273, Elevation: 2619.0)
(City: Americostad, Pop: 47133019, Elevation: 3670.0)
(City: Beulahbury, Pop: 37641974, Elevation: 3057.0)
(City: LakeOlin, Pop: 49850556, Elevation: 1463.0)
(City: Greenfelderbury, Pop: 20487743, Elevation: 2858.0)
(City: NewVincenza, Pop: 33236061, Elevation: -6.0)
(City: Gwendolynchester, Pop: 4563896, Elevation: 691.0)
(City: LakeLaruefort, Pop: 43800025, Elevation: 3455.0)
(City: WestKelly, Pop: 21399337, Elevation: 2043.0)
(City: Ervinhaven, Pop: 29243457, Elevation: 1001.0)
(City: Jeradside, Pop: 7212227, Elevation: 2198.0)
(City: SouthNashville, Pop: 33337600, Elevation: 145.0)
(City: Shieldsberg, Pop: 20726765, Elevation: 2665.0)
(City: Esperanzaburgh, Pop: 18837529, Elevation: 1717.0)
(City: O'Reillystad, Pop: 19018635, Elevation: 1065.0)
(City: Hellerville, Pop: 38528035, Elevation: 425.0)
(City: LakeSelenachester, Pop: 43070455, Elevation: -84.0)
(City: LakeKhalid, Pop: 1588952, Elevation: 3104.0)
(City: Hermanstad, Pop: 16854039, Elevation: 3681.0)
(City: NewEarnest, Pop: 41513884, Elevation: 3083.0)
(City: Kelvinville, Pop: 24634369, Elevation: 840.0)
(City: NewDevynborough, Pop: 47083782, Elevation: 1474.0)
(City: Idafurt, Pop: 42554778, Elevation: 2661.0)
(City: Kossport, Pop: 22822560, Elevation: 2953.0)
(City: Dareville, Pop: 33031878, Elevation: 122.0)
(City: Hodkiewiczchester, Pop: 9664597, Elevation: 2043.0)
(City: SouthYazminstad, Pop: 35907304, Elevation: 2969.0)
(City: Gertrudeside, Pop: 9219789, Elevation: 3941.0)
(City: Lindside, Pop: 42590975, Elevation: 2144.0)
(City: Waylonview, Pop: 15920841, Elevation: 1361.0)
(City: Connellyfort, Pop: 34623284, Elevation: 3210.0)
(City: NorthJosieview, Pop: 42633518, Elevation: 3858.0)
(City: Watsicatown, Pop: 8034944, Elevation: 2138.0)
(City: Rebeccaside, Pop: 39527760, Elevation: 2178.0)
(City: PortStephenbury, Pop: 4290098, Elevation: 171.0)
(City: Rebabury, Pop: 42621266, Elevation: 2002.0)
(City: SouthLinda, Pop: 37186172, Elevation: 3938.0)
(City: NorthClemmie, Pop: 19793505, Elevation: 70.0)
(City: Murphytown, Pop: 3335871, Elevation: 3788.0)
(City: NorthWilfrid, Pop: 25128347, Elevation: 3729.0)
(City: Leuschkechester, Pop: 46409839, Elevation: 3232.0)
(City: PortMacie, Pop: 17078141, Elevation: 1668.0)
(City: Abshiremouth, Pop: 16407400, Elevation: 1324.0)
(City: Silasmouth, Pop: 6256022, Elevation: 1116.0)
(City: Luettgenbury, Pop: 42401991, Elevation: 3948.0)
(City: Stromanmouth, Pop: 19156805, Elevation: 691.0)
(City: LakeJanaestad, Pop: 10711846, Elevation: 3351.0)
(City: NorthPetrahaven, Pop: 39754089, Elevation: 671.0)
(City: Jacobsonchester, Pop: 13056158, Elevation: 243.0)
(City: EastYasmeen, Pop: 13641015, Elevation: 2019.0)
(City: Ismaelhaven, Pop: 45266823, Elevation: 2734.0)
(City: Priceside, Pop: 6173666, Elevation: 755.0)
